timestamp_unix_seconds,time_ms,frame_index,available_keys,eye_key_used,eye_available,eye_position_x,eye_position_y,eye_position_z,eye_orientation_x,eye_orientation_y,eye_orientation_z,eye_orientation_w,head_position_x,head_position_y,head_position_z,head_orientation_x,head_orientation_y,head_orientation_z,head_orientation_w
1780011703.333667,7170.0,129,eye,eye,True,0.09971528500318527,0.7677057981491089,0.26126304268836975,-0.6145710349082947,-0.0750386118888855,-0.11255273222923279,-0.7771766781806946,,,,,,,
1780011703.379844,7216.2,130,eye,eye,True,0.10012094676494598,0.7667472958564758,0.261738121509552,-0.6155645251274109,-0.0767965316772461,-0.1135321632027626,-0.776075541973114,,,,,,,
1780011703.427180,7263.5,131,eye,eye,True,0.10057748854160309,0.7661540508270264,0.2623358964920044,-0.6154717803001404,-0.07922597229480743,-0.11370255053043365,-0.7758799195289612,,,,,,,
1780011703.473961,7310.3,132,eye,eye,True,0.10085151344537735,0.7654848694801331,0.26297664642333984,-0.6157041788101196,-0.08048809319734573,-0.11367937922477722,-0.7755689024925232,,,,,,,
1780011703.521420,7357.8,133,eye,eye,True,0.10096535831689835,0.7647888660430908,0.26346999406814575,-0.6165125966072083,-0.08153780549764633,-0.11363239586353302,-0.7748234868049622,,,,,,,
1780011703.538352,7374.7,134,eye,eye,True,0.10097860544919968,0.764319896697998,0.2638862729072571,-0.6176249384880066,-0.0820326879620552,-0.11337781697511673,-0.773922324180603,,,,,,,
1780011703.586664,7423.0,135,eye,eye,True,0.10084148496389389,0.7634531855583191,0.2644333839416504,-0.6195563077926636,-0.0828384980559349,-0.11298789829015732,-0.7723479866981506,,,,,,,
1780011703.634630,7471.0,136,eye,eye,True,0.1008116602897644,0.7628536820411682,0.2647557258605957,-0.6210058927536011,-0.08319508284330368,-0.11348152160644531,-0.7710721492767334,,,,,,,
1780011703.695374,7531.7,137,eye,eye,True,0.10082119703292847,0.761942982673645,0.2646864652633667,-0.6222800016403198,-0.08491402119398117,-0.1151040717959404,-0.7696157097816467,,,,,,,
1780011703.744339,7580.7,138,eye,eye,True,0.10099639743566513,0.7610962390899658,0.2645080089569092,-0.6221317648887634,-0.08670772612094879,-0.11712273210287094,-0.7692307233810425,,,,,,,
1780011703.793406,7629.8,139,eye,eye,True,0.10104824602603912,0.7606250047683716,0.26436206698417664,-0.6220177412033081,-0.08723806589841843,-0.11772610992193222,-0.7691709399223328,,,,,,,
1780011703.839952,7676.3,140,eye,eye,True,0.10101097077131271,0.7600935101509094,0.26399508118629456,-0.6229919791221619,-0.08652255684137344,-0.11824941635131836,-0.7683826684951782,,,,,,,
1780011703.887872,7724.2,141,eye,eye,True,0.10089100152254105,0.7595589756965637,0.2638898491859436,-0.6239587068557739,-0.08603683114051819,-0.11906663328409195,-0.7675260901451111,,,,,,,
1780011703.933779,7770.1,142,eye,eye,True,0.10071845352649689,0.7590432167053223,0.2639826834201813,-0.6248174905776978,-0.08641460537910461,-0.11946745961904526,-0.7667222619056702,,,,,,,
1780011703.983255,7819.6,143,eye,eye,True,0.1005406528711319,0.7583357691764832,0.26393622159957886,-0.6258146166801453,-0.08715975284576416,-0.12113653123378754,-0.7655619978904724,,,,,,,
1780011704.042161,7878.5,144,eye,eye,True,0.10019665956497192,0.757753849029541,0.26396873593330383,-0.6259257793426514,-0.08815570920705795,-0.12262238562107086,-0.7651204466819763,,,,,,,
1780011704.088931,7925.3,145,eye,eye,True,0.09987228363752365,0.7573279142379761,0.2639220356941223,-0.6264336109161377,-0.08910775184631348,-0.12391896545886993,-0.7643852233886719,,,,,,,
1780011704.135099,7971.5,146,eye,eye,True,0.09959147125482559,0.7570644021034241,0.2639022469520569,-0.6264815330505371,-0.08930862694978714,-0.12433116883039474,-0.764255702495575,,,,,,,
1780011704.183051,8019.4,147,eye,eye,True,0.09938650578260422,0.7568992376327515,0.2639542818069458,-0.6271445751190186,-0.08927877247333527,-0.12477987259626389,-0.7636419534683228,,,,,,,
1780011704.232075,8068.4,148,eye,eye,True,0.09914721548557281,0.7566359639167786,0.2642384469509125,-0.6279202699661255,-0.08941692858934402,-0.12535934150218964,-0.7628930807113647,,,,,,,
1780011704.278017,8114.4,149,eye,eye,True,0.09913675487041473,0.7564414143562317,0.26457616686820984,-0.6281035542488098,-0.09009033441543579,-0.12522068619728088,-0.7626857757568359,,,,,,,
1780011704.326903,8163.3,150,eye,eye,True,0.09931064397096634,0.7562134265899658,0.26492756605148315,-0.6285576224327087,-0.09064138680696487,-0.1253994107246399,-0.7622168660163879,,,,,,,
1780011704.389107,8225.5,151,eye,eye,True,0.09947967529296875,0.7561542391777039,0.2651284635066986,-0.6293838620185852,-0.0905427560210228,-0.12528277933597565,-0.7615655064582825,,,,,,,
1780011704.452721,8289.1,152,eye,eye,True,0.09959858655929565,0.7558795809745789,0.2653377950191498,-0.6305426955223083,-0.09009292721748352,-0.12545245885849,-0.7606319785118103,,,,,,,
1780011704.512269,8348.6,153,eye,eye,True,0.09961901605129242,0.7556151151657104,0.2656383514404297,-0.6313786506652832,-0.08994848281145096,-0.12505918741226196,-0.7600200772285461,,,,,,,
1780011704.559291,8395.7,154,eye,eye,True,0.09968574345111847,0.7554028034210205,0.26572516560554504,-0.6320180892944336,-0.08954153209924698,-0.1252858191728592,-0.759499192237854,,,,,,,
1780011704.607733,8444.1,155,eye,eye,True,0.09967131167650223,0.7553508877754211,0.26568660140037537,-0.6322725415229797,-0.08896651118993759,-0.12529410421848297,-0.7593535780906677,,,,,,,
1780011704.654313,8490.7,156,eye,eye,True,0.09967784583568573,0.7553324699401855,0.2656381130218506,-0.632129967212677,-0.08880455046892166,-0.12542973458766937,-0.7594688534736633,,,,,,,
1780011704.702117,8538.5,157,eye,eye,True,0.09959225356578827,0.755297839641571,0.26556196808815,-0.6322788000106812,-0.0883592888712883,-0.1257576197385788,-0.759342610836029,,,,,,,
1780011704.749425,8585.8,158,eye,eye,True,0.09968335926532745,0.7550984621047974,0.2655128538608551,-0.6322476863861084,-0.08869296312332153,-0.12620389461517334,-0.759255588054657,,,,,,,
1780011704.835275,8671.6,159,eye,eye,True,0.09997494518756866,0.7547187805175781,0.2655491530895233,-0.6322762370109558,-0.0899171307682991,-0.12692052125930786,-0.7589684128761292,,,,,,,
1780011704.841950,8678.3,160,eye,eye,True,0.10014273226261139,0.7546512484550476,0.2657114565372467,-0.6321536898612976,-0.09055360406637192,-0.12691760063171387,-0.7589952349662781,,,,,,,
1780011704.941420,8777.8,161,eye,eye,True,0.1008840948343277,0.7549699544906616,0.2661575376987457,-0.632027804851532,-0.09196501970291138,-0.1255061775445938,-0.7591651082038879,,,,,,,
1780011704.946639,8783.0,162,eye,eye,True,0.10098212212324142,0.7550557851791382,0.26614218950271606,-0.6321057081222534,-0.09179455786943436,-0.12535536289215088,-0.7591457366943359,,,,,,,
1780011705.043232,8879.6,163,eye,eye,True,0.10150988399982452,0.7551935911178589,0.2658149302005768,-0.6328043937683105,-0.09028474241495132,-0.12482623010873795,-0.7588317394256592,,,,,,,
1780011705.144631,8981.0,164,eye,eye,True,0.10169069468975067,0.7538102865219116,0.26645663380622864,-0.6334949731826782,-0.0906824842095375,-0.1250770539045334,-0.758166491985321,,,,,,,
1780011705.154850,8991.2,165,eye,eye,True,0.10159322619438171,0.7531325817108154,0.26683709025382996,-0.6341552138328552,-0.09093065559864044,-0.12539042532444,-0.7575328946113586,,,,,,,
1780011705.244464,9080.8,166,eye,eye,True,0.10127793252468109,0.7505745887756348,0.2678975760936737,-0.6369837522506714,-0.09136558324098587,-0.1265932321548462,-0.7549026608467102,,,,,,,
1780011705.252661,9089.0,167,eye,eye,True,0.10121648758649826,0.7501344680786133,0.2680484354496002,-0.6375200748443604,-0.09144424647092819,-0.12692898511886597,-0.7543839812278748,,,,,,,
